feature_id	SRR39669458	SRR39669459	SRR39669468	SRR39669469	SRR39669470	SRR39669471	SRR39669472	SRR39669473	SRR39669474	SRR39669475	SRR39669460	SRR39669461	SRR39669462	SRR39669463	SRR39669464	SRR39669465	SRR39669466	SRR39669467
SEVIR_5G296400v2	0.244092	0.185163	0.418352	1.305592	1.342189	1.340102	0.104137	0.099597	0.146684	0.646496	0.610562	0.443777	1.246477	1.361207	1.30046	0.093124	0.133624	0.118307
SEVIR_5G296600v2	82.964731	93.504914	133.379252	70.091179	77.346771	60.652429	22.298446	17.855799	16.959097	82.431454	106.659575	118.614176	46.196972	44.087945	43.736928	18.591579	17.025292	28.329909
SEVIR_5G296700v2	0	0	0	0	0	0	0	0	0	0.028142	0.028183	0	0	0	0.030537	0	0	0
SEVIR_5G296800v2	0.220044	0.038022	0	0	0	0	0	0.036231	0.060622	0.034148	0.134555	0.067468	0	0	0	0	0.118395	0
SEVIR_5G296900v2	0.407507	1.338727	0.555248	1.643974	2.357589	4.849696	32.508761	19.057534	6.040503	0.621558	0.759939	0.766846	2.166329	3.1497	2.532606	16.78234	23.108783	2.743124
SEVIR_5G297000v2	52.666078	47.067301	27.731443	25.158604	26.687693	28.13604	11.595984	17.410455	27.891062	52.741334	47.756888	38.134388	43.140064	42.164146	43.638986	23.759813	18.049492	16.784943
SEVIR_5G297100v2	32.379524	26.4508	25.767576	35.873653	40.258632	35.328393	42.852692	50.542199	50.859766	27.096469	27.225011	19.305499	31.621536	45.149212	37.64627	29.511921	47.083082	14.701572
SEVIR_5G297200v2	6.939353	7.776743	7.635985	6.711825	7.685152	8.409914	5.17694	5.979588	6.545267	7.631717	7.181168	6.148005	8.091532	9.302459	9.213119	6.537279	7.556708	3.81481
SEVIR_5G297300v2	17.220628	37.409713	29.765501	45.521398	46.380923	58.666081	60.901145	49.17744	42.453298	47.634072	41.485782	40.428049	39.320086	46.566403	41.768051	63.610058	59.966778	53.452703
SEVIR_5G297400v2	0.037418	0.115022	0.278243	0.077744	0.058815	0.073953	0.136659	0.385637	0.148691	0.103445	0.162134	0.206517	0.144065	0.132169	0.285372	0.320634	0.317718	0.381313
SEVIR_5G297500v2	0.049535	0.034325	0	0	0.025046	0	0.056504	0.030271	0	0.027192	0.027128	0	0	0	0.059275	0	0	0.037682
SEVIR_5G297600v2	34.365988	27.933363	26.308808	18.285941	18.758926	16.87967	7.653234	16.307646	18.61874	28.50267	27.633829	25.377814	21.734819	20.82044	21.191901	14.553371	14.231808	14.526937
SEVIR_5G297700v2	2.789245	5.237081	7.464008	0.967662	2.058155	0.579895	1.792289	7.347383	4.784661	3.843487	5.027008	2.391597	0.45874	1.724451	0.637595	4.368324	6.22993	2.998912
SEVIR_5G297800v2	0.073514	0.041631	0.040655	0	0	0	0	0	0	0.279017	0.078253	0.148782	0	0.131175	0.041568	0	0	0
SEVIR_5G297901v2	0	0	0	0	0	0	0	0	0	0	0	0	0.112214	0	0	0	0	0
SEVIR_5G298000v2	11.388751	11.941669	13.807745	37.631163	38.562272	22.977813	4.522291	8.968899	9.983614	20.570414	14.798285	11.787856	21.073897	23.752616	23.54184	7.409545	9.376008	4.438142
SEVIR_5G298100v2	62.852703	74.038372	25.495303	12.363526	12.775054	22.525942	27.870334	31.487142	60.261565	85.489007	73.791233	55.893826	37.912674	39.40192	37.966679	56.985237	47.384898	41.371703
SEVIR_5G298133v2	0	0.40699	0.984422	0.146642	0	0.193821	0	0	0	0.07676	0.151867	0	0.35083	0	0	0	0.07972	0.132392
SEVIR_5G298166v2	8.950198	13.055621	8.827238	4.99619	2.056633	0.599746	11.42415	7.096558	16.801775	13.985982	7.687896	8.900718	6.823632	8.250062	7.049675	4.256685	7.170178	10.486133
SEVIR_5G298200v2	0.020341	0	0.046286	0.020403	0.041675	0	0	0.022251	0	0.021962	0.021186	0	0.0502	0	0	0	0	0.019869
SEVIR_5G298300v2	0.268205	0	0.098816	0.045384	0.046025	0.20691	0	0.051274	0	0.143569	0.0472	0.044265	0.433932	0.107266	0.302923	0	0	0.089013
SEVIR_5G298400v2	1.233554	0.971051	0.211338	0.104657	0.125485	0.184708	0.193322	0.183431	0.217713	0.71841	0.539767	0.745826	0.75505	0.610897	0.450521	0.453806	0.089995	0.161969
SEVIR_5G298500v2	57.073685	43.388378	34.596366	28.090607	25.987692	26.710544	9.311905	11.099459	13.036901	43.627878	46.562391	45.282428	26.673802	27.22423	27.820232	14.184494	13.647071	15.553707
